File,LOC,SLOC_P,SLOC_L,MVG,BLOC,C_SLOC,CLOC,CWORD,HCLOC,HCWORD,No_Methods,LCOM,AVCC,NOS,HBUG,HEFF,UWCS,INST,PACK,RFC,CBO,MI,CCML,NLOC,F_IN,DIT,MINC,S_R,R_R,COH,LMC,LCOM2,MAXCC,HVOL,HIER,NQU,FOUT,SIX,EXT,NSUP,TCC,NSUB,MPC,NCO,INTR,CCOM,HLTH,MOD,bug_cnt
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/BinaryParameterDeclarationImpl.java,68,39,25,5,11,0,18,83,10,53,7,0,1.14,18,0.15,2889.04,7,0,9,7,1,189.14,8,29,1,1,139.14,0,0.5,0,0,7,2,439.01,0,4,0,0,0,1,8,0,0,3,1,4,116,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/ClassDeclarationImpl.java,93,66,44,11,14,1,13,83,10,53,8,0,1.75,29,0.35,9790.71,8,0,14,8,0,128.76,4,51,0,1,128.76,0,0.5,0,0,8,5,1037.31,4,4,0,0,0,1,14,0,0,4,2,4,241,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/ConstructorDeclarationImpl.java,55,35,25,3,10,0,10,53,10,53,4,0,1.5,21,0.2,6070.73,4,0,5,4,0,119.78,0,29,0,1,119.78,0,0.5,0,0,4,3,601.81,2,1,0,0,0,1,6,0,0,3,1,0,137,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/DeclarationImpl.java,217,155,107,41,27,0,35,205,10,53,6,0,1,16,0.13,1705.45,6,0,8,6,1,140.45,2,27,0,4,140.45,0,0.8,0,0,6,1,388.48,3,2,1,0.21,0,4,6,0,0,4,2,2,110,1,1
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/EnumConstantDeclarationImpl.java,41,23,15,1,8,0,10,53,10,53,4,0,1,10,0.07,938.83,4,0,5,4,0,141.1,0,17,0,1,141.1,0,0.5,0,0,4,1,222.14,2,1,0,0,0,1,4,0,0,3,1,0,65,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/EnumDeclarationImpl.java,74,51,36,5,11,0,12,65,10,53,6,0,1.5,24,0.25,6652.26,6,0,13,6,0,124.47,2,37,0,1,124.47,0,0.5,0,0,6,4,754.75,3,2,0,0,0,1,9,0,0,4,2,2,174,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/ExecutableDeclarationImpl.java,126,99,67,19,17,0,10,53,10,53,10,0,1.9,60,0.74,33877.8,10,0,14,10,0,114.03,0,84,0,1,114.03,0,0.5,0,2,10,5,2219.8,1,6,0,0,0,1,19,0,0,4,1,0,451,2,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/FieldDeclarationImpl.java,82,68,45,11,14,0,0,0,0,0,11,0,1.27,37,0.35,6459.79,11,0,8,11,0,131.34,0,59,0,1,131.34,0,0.5,0,2,11,2,1036.8,1,7,0,0,0,1,14,0,0,4,1,0,260,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/IEclipseAnnotationValue.java,25,6,4,0,5,0,14,72,10,53,0,0,0,1,0.01,39.3,0,0,2,0,0,171,4,3,0,2,171,0,0.67,0,0,0,0,19.65,0,0,0,0,0,2,0,0,0,0,0,1,7,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/InterfaceDeclarationImpl.java,58,36,24,2,10,0,12,65,10,53,6,0,1,16,0.13,1629.82,6,0,8,6,0,140.6,2,27,0,1,140.6,0,0.5,0,0,6,1,381.47,3,2,0,0,0,1,6,0,0,4,2,2,107,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/MemberDeclarationImpl.java,198,151,97,42,17,1,30,203,10,53,10,0,3.7,84,1.17,50793,10,0,13,10,0,147.71,21,137,0,1,107.83,0,0.5,0,2,10,13,3497.8,8,5,0,0,0,1,37,0,0,5,2,7,698,2,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/MethodDeclarationImpl.java,82,61,43,10,11,0,10,53,10,53,5,0,2.4,39,0.46,26823.2,5,0,8,5,0,109.91,0,52,0,1,109.91,0,0.5,0,0,5,7,1384.61,2,2,0,0,0,1,12,0,0,3,1,0,281,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/PackageDeclarationImpl.java,139,95,60,17,26,1,18,114,10,53,18,0.38,1.22,52,0.5,9117.64,20,2,12,18,0,138.43,9,82,0,1,138.43,0,0.5,0.14,3,54,4,1512.35,3,13,0,0,0,1,22,0,0,5,1,7,374,1,2
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/PackageDeclarationImplNoBinding.java,91,64,49,13,20,0,7,40,0,0,13,0.42,1.08,34,0.29,4368.57,15,2,14,13,0,139.86,7,49,0,1,139.86,0,0,0.12,1,24,2,866.6,0,10,0,0,0,0,14,0,0,3,1,4,229,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/ParameterDeclarationImpl.java,115,78,57,9,16,0,21,111,10,53,7,0,1.14,18,0.15,2889.04,7,0,9,7,2,189.14,8,29,1,2,139.14,0,0.67,0,0,12,2,439.01,0,4,1,0,0,2,8,0,0,3,1,4,116,1,1
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/SourceParameterDeclarationImpl.java,117,75,49,16,16,1,26,180,10,53,8,0,2,35,0.51,17605.5,8,0,15,8,1,161.95,17,59,1,1,122.06,0,0.5,0,1,8,6,1524.69,0,5,0,0,0,1,16,0,0,3,1,10,326,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/TypeDeclarationImpl.java,199,160,106,35,27,0,12,65,10,53,19,0,2,95,1.25,46147.2,19,0,16,19,1,118.11,2,143,1,1,118.11,0,0.5,0,2,19,5,3751.67,1,12,0,0,0,1,38,0,0,7,3,2,784,2,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/TypeParameterDeclarationImpl.java,155,106,67,16,23,1,26,132,10,53,16,0,1.31,51,0.49,12391.9,16,0,19,16,0,180.39,17,86,0,1,130.39,0,0.5,0,3,16,4,1469.51,3,10,0,0,0,1,21,0,0,6,2,6,352,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/EclipseMirrorImpl.java,90,68,46,0,8,0,14,73,10,53,2,0,1,4,0.01,76.19,2,0,1,2,0,187.21,4,7,0,1,147.32,0,0,0,0,2,1,43.9,0,2,0,0,0,0,2,0,0,0,0,1,18,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/env/AnnotationInvocationHandler.java,111,86,58,19,11,0,14,90,10,53,3,0.5,6.33,47,0.99,86827,4,1,12,3,0,141.57,4,73,0,1,91.57,0,0,0.67,0,1,15,2974.3,0,2,0,0,0,0,19,0,0,1,1,4,493,1,2
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/env/APTProblem.java,91,66,46,9,15,0,10,53,10,53,13,0.06,1,42,0.31,4589.9,21,8,2,13,0,133.14,0,62,0,1,133.14,0,0,0.18,0,96,1,931.19,0,2,0,0,0,0,13,0,0,11,1,0,235,1,1
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/env/EclipseRoundCompleteEvent.java,39,22,15,1,6,0,11,61,10,51,1,1,1,5,0.05,647.13,2,1,2,1,0,122.79,0,10,0,1,122.79,0,0.5,0,0,1,1,137.73,0,0,0,0,0,1,1,0,0,1,0,0,36,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/env/FilerImpl.java,143,58,37,4,22,1,63,547,10,53,6,0.1,1.83,28,0.42,17767.9,8,2,8,6,0,71.07,54,49,0,1,121.07,0,0,0.42,0,10,6,1270.42,0,4,0,0,0,0,11,0,0,2,1,9,252,1,3
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/env/JavaSourceFilePrintWriter.java,87,63,43,1,11,1,13,72,10,53,2,1.5,3.5,31,0.44,18129.3,6,4,8,2,0,135.56,4,54,0,1,95.68,0,0.5,1,0,0,6,1329.19,1,0,0,0,0,1,7,0,0,2,0,4,244,1,5
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/env/MessagerImpl.java,156,121,71,10,23,0,12,65,10,53,13,0.5,2,57,1.06,28876.8,14,1,7,13,0,122.03,2,113,0,1,122.03,0,0,0.54,4,6,4,3194.61,0,0,0,0,0,0,26,0,0,13,2,2,654,1,3
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/env/ProcessorEnvImpl.java,1300,945,642,175,136,4,219,1338,10,53,62,0,2.66,465,6.71,346440,81,19,78,64,1,149.63,165,660,1,1,109.74,0,0,0.06,16,2138,18,20133,0,44,0,0,2,0,165,0,2,18,2,64,3758,1,8
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/FactoryContainer.java,69,34,21,7,15,0,20,132,10,53,7,1,1.29,18,0.18,4409.61,8,1,1,7,3,187.67,10,30,3,1,137.67,2,0,0.14,2,12,2,538.45,0,5,0,0,0,0,9,2,0,2,0,2,139,2,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/generatedfile/ElementChangedListener.java,86,54,33,6,10,0,22,119,10,53,2,0,5,27,0.41,22895.5,2,0,8,2,0,64.89,12,45,0,1,97.12,0,0,0,1,2,8,1234.95,0,0,0,0,0,0,10,0,0,2,1,12,219,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/generatedfile/FileGenerationResult.java,31,16,12,2,8,0,7,47,0,0,3,0.25,1,10,0.06,808.43,5,2,1,3,0,173.95,7,14,0,1,134.06,0,0,0.67,0,5,1,184.76,0,1,0,0,0,0,3,0,0,2,0,1,54,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/generatedfile/GeneratedFileManager.java,1036,675,406,109,140,1,221,1206,10,53,41,0.01,2.98,375,5.27,216359,50,9,38,43,1,87.97,212,636,1,1,105.84,0,0,0.11,18,740,8,15819.8,1,11,0,0,2,0,122,0,2,30,0,106,3029,1,13
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/generatedfile/ResourceChangedListener.java,98,70,41,5,14,3,14,86,11,54,2,0,3,16,0.21,7608.5,2,0,9,2,0,148.75,4,34,0,1,108.87,0,0,0,0,2,5,618.64,0,0,0,0,0,0,6,0,0,2,1,4,129,1,1
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/JarFactoryContainer.java,110,69,50,11,13,0,28,218,10,53,6,0.2,2,40,0.46,24056.8,8,2,11,6,0,134.06,18,57,0,1,113.44,0,0.5,0.33,1,0,7,1366.95,0,4,0,0,0,1,12,0,0,2,0,5,264,1,1
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/NonEclipseImplementationException.java,26,8,5,0,5,0,13,70,10,53,2,1,1,5,0.03,344,3,1,0,2,0,192.17,3,7,0,1,142.17,0,0.5,0,0,2,1,95.11,0,0,0,0,0,1,2,0,0,2,0,1,29,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/PluginFactoryContainer.java,44,23,15,3,10,0,11,65,10,53,5,0.75,1,12,0.09,1065.2,6,1,2,5,0,141.43,1,20,0,1,141.43,0,0.5,0.4,0,8,1,262.88,1,2,0,0,0,1,5,0,0,3,0,1,76,1,1
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/type/ArrayTypeImpl.java,81,57,42,9,13,1,11,64,10,53,9,0,1.56,37,0.39,12234.4,11,2,8,9,1,123.77,2,48,1,1,123.77,0,0,0.5,0,0,5,1175.52,0,4,0,0,0,0,14,0,0,5,2,2,263,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/type/ErrorType.java,104,68,49,1,23,0,13,62,10,53,8,0.86,1,23,0.17,2258.52,9,1,14,8,2,140.47,3,25,2,1,140.47,2,0,0.25,0,16,1,520.39,0,5,0,0,0,0,8,2,0,3,3,1,140,2,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/type/PrimitiveTypeImpl.java,76,55,34,11,11,0,10,53,10,53,8,0.43,2.12,23,0.4,12536.7,9,1,5,8,1,134.44,0,49,1,1,134.44,0,0,0.62,1,0,9,1194.71,1,4,0,0,0,0,17,0,0,4,2,0,261,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/type/VoidTypeImpl.java,44,23,18,0,11,0,10,53,10,53,6,0.8,1,16,0.1,1135.12,7,1,5,6,0,141.84,0,17,0,1,141.84,0,0,0.33,0,10,1,288.74,0,3,0,0,0,0,6,0,0,3,2,0,84,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/type/WildcardTypeImpl.java,82,58,41,11,12,0,12,67,10,53,10,0.06,1.5,36,0.39,9756.3,12,2,9,10,1,129.57,2,48,1,1,129.57,0,0,0.55,0,0,3,1160.99,0,6,0,0,0,0,15,0,0,4,1,2,272,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/util/AptCorePreferenceInitializer.java,43,13,10,0,7,0,23,112,10,53,1,0,1,4,0.05,639.19,1,0,5,1,0,97.07,13,7,0,1,126.45,0,0.5,0,0,1,1,147.28,0,0,0,0,0,1,1,0,0,1,0,8,36,1,2
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/util/DeclarationsUtil.java,147,97,65,39,20,0,30,188,10,53,5,0,5,50,0.82,36374.2,5,0,13,5,0,103.15,20,83,0,1,102.92,0,0,0,2,5,11,2460.31,0,2,0,0,0,0,25,0,0,3,1,13,482,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/util/Factory.java,286,210,117,53,23,0,53,338,10,53,11,0,4.45,65,1.82,114791,11,0,32,11,1,133.55,43,177,1,1,112.94,0,0,0,3,11,15,5456.45,0,11,0,0,0,0,49,0,0,0,0,11,997,1,1
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/util/FactoryPathUtil.java,288,194,140,29,32,4,62,385,11,54,9,0.07,3.22,125,1.82,92529,16,7,21,9,1,65.36,55,172,1,1,97.58,0,0,0.21,2,29,8,5466.32,0,6,0,0,0,0,29,0,0,3,0,22,972,2,3
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/util/FileSystemUtil.java,114,73,54,9,11,0,30,187,10,53,7,0,2.14,44,0.5,17008.3,7,0,12,7,1,155.02,20,60,1,1,115.14,0,0,0,1,7,4,1512.52,0,3,0,0,0,0,15,0,0,4,0,7,311,2,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/util/PackageUtil.java,163,130,87,18,27,3,6,47,0,0,6,0,3.67,56,0.88,42031.7,6,0,23,6,0,154.82,9,99,0,1,104.82,0,0,0,1,6,5,2653.4,0,5,0,0,0,0,22,0,0,1,0,6,489,1,2
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/util/SourcePositionImpl.java,116,91,64,8,13,0,12,72,10,53,11,0.3,1.45,57,0.54,13127.9,16,5,9,11,0,120.61,2,81,0,1,120.61,0,0,0.47,1,0,4,1622.88,0,3,0,0,0,0,16,0,0,8,1,2,381,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/util/TypesUtil.java,341,264,183,57,41,6,36,206,10,53,15,0.29,4,161,2.64,151271,17,2,24,15,0,141.74,32,239,0,1,101.85,0,0,0.23,3,33,12,7927.86,0,11,0,0,0,0,60,0,0,4,1,18,1446,1,1
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/util/AnnotationScanner.java,130,89,53,20,19,0,22,111,11,54,3,0,8,50,0.47,41503.1,3,0,2,3,3,113.61,11,78,3,1,93,3,0,0,1,3,22,1417.44,0,0,0,0,0,0,24,3,0,3,0,7,262,2,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/util/AptConfig.java,558,291,217,54,44,2,223,1539,11,55,17,0.33,2.53,137,1.79,69946.4,20,3,16,18,0,60.16,182,188,0,1,108.64,0,0,0.02,9,32,8,5360.03,0,8,0,0,1,0,43,0,1,9,0,36,1067,1,7
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/util/AptPreferenceConstants.java,45,15,10,0,7,0,23,138,10,53,0,0,0,8,0.13,3613.46,7,7,0,0,0,171,13,14,0,1,171,0,0,0,0,0,0,385.44,0,0,0,0,0,0,0,0,0,0,0,3,82,1,2
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/util/AptUtil.java,67,34,23,8,13,0,20,109,11,54,2,0,4,19,0.22,9792.85,2,0,5,2,0,106.26,9,28,0,1,106.03,0,0,0,0,2,7,665.34,0,1,0,0,0,0,8,0,0,1,0,2,128,2,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/util/CharArrayAnnotationScanner.java,33,15,10,3,7,0,11,54,11,54,2,0.5,1.5,8,0.08,1783.55,4,2,1,2,0,125.22,0,13,0,1,125.22,0,0.5,0.75,0,0,2,248.89,0,0,0,0,0,1,3,0,0,2,0,0,61,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/util/EclipseMessager.java,52,9,7,0,6,0,37,243,10,51,3,0,1,4,0.03,108.19,3,0,2,3,0,108.74,27,6,0,1,158.74,0,0.5,0,0,3,1,90.09,0,0,0,0,0,1,3,0,0,3,0,4,31,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/util/InputStreamAnnotationScanner.java,31,13,9,1,7,0,11,54,11,54,2,0,1,6,0.05,665.68,3,1,2,2,0,133.34,0,10,0,1,133.34,0,0.5,1,0,2,1,147.4,0,0,0,0,0,1,2,0,0,2,0,0,41,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/util/ReaderAnnotationScanner.java,30,13,9,1,6,0,11,54,11,54,2,0,1,6,0.05,566.61,3,1,2,2,0,133.89,0,10,0,1,133.89,0,0.5,1,0,0,1,138.97,0,0,0,0,0,1,2,0,0,2,0,0,39,1,0
org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/util/ScannerUtil.java,145,107,69,19,15,0,23,117,11,54,3,0.5,5.67,48,0.59,21495.1,5,2,15,4,0,95.56,12,91,0,1,95.33,0,0,0.17,1,4,7,1765.16,0,0,0,0,1,0,17,0,1,3,0,10,342,1,0
org.eclipse.jdt.apt.ui/src/org/eclipse/jdt/apt/ui/AptUIPlugin.java,55,23,17,2,9,0,23,79,0,0,5,0.5,1,13,0.09,1115.14,6,1,3,5,1,141.51,23,19,1,1,141.28,0,0.5,0.6,0,2,1,281.32,2,2,0,0,0,1,5,0,0,3,0,7,79,1,2
org.eclipse.jdt.apt.ui/src/org/eclipse/jdt/apt/ui/internal/preferences/AptConfigurationBlock.java,147,94,84,4,33,1,20,78,10,57,7,0.41,2,68,0.87,20846.8,16,9,14,7,0,157.89,11,79,0,1,107.89,0,0.5,0.46,1,0,5,2624.01,3,2,0,0,0,1,14,0,0,5,0,5,529,1,2
org.eclipse.jdt.apt.ui/src/org/eclipse/jdt/apt/ui/internal/preferences/AptPreferencePage.java,66,24,19,2,17,2,25,95,10,57,4,0.33,1,15,0.12,1457.48,6,2,3,4,0,133.27,17,20,0,1,133.03,0,0.5,0.25,0,8,1,363.7,7,2,0,0,0,1,4,0,0,2,0,9,94,1,0
org.eclipse.jdt.apt.ui/src/org/eclipse/jdt/apt/ui/internal/preferences/BaseConfigurationBlock.java,60,26,21,1,12,0,22,114,10,53,6,0,1,10,0.1,868.76,6,0,8,6,0,193.87,12,13,0,1,153.98,0,0.5,0,0,6,1,291.34,1,2,0,0,0,1,6,0,0,4,0,3,84,2,2
org.eclipse.jdt.apt.ui/src/org/eclipse/jdt/apt/ui/internal/preferences/BasePreferencePage.java,99,54,38,10,14,1,31,96,10,53,10,0.89,1.5,32,0.24,3624.16,11,1,5,10,0,172.84,22,48,0,1,132.96,0,0.5,0.2,1,22,2,710.64,6,1,0,0,0,1,15,0,0,9,0,8,197,2,1
org.eclipse.jdt.apt.ui/src/org/eclipse/jdt/apt/ui/internal/preferences/FactoryPathConfigurationBlock.java,299,201,153,21,42,11,56,239,10,53,12,0.02,2.17,111,1.34,40034.6,23,11,23,12,0,107.72,54,143,0,1,107.48,0,0.5,0.11,3,20,5,4012.36,5,3,0,0,0,1,26,0,0,9,0,32,784,1,4
org.eclipse.jdt.apt.ui/src/org/eclipse/jdt/apt/ui/internal/preferences/FactoryPathDialog.java,31,8,6,0,6,0,17,65,10,53,1,0,1,3,0.02,106.02,1,0,2,1,0,94.96,7,5,0,1,137.25,0,0.5,0,0,1,1,45.51,0,0,0,0,0,1,1,0,0,1,0,3,16,1,0
org.eclipse.jdt.apt.ui/src/org/eclipse/jdt/apt/ui/internal/preferences/FactoryPathPreferencePage.java,73,31,25,3,13,2,29,90,10,53,5,0.38,1.2,18,0.16,2101.05,7,2,6,5,0,132.74,21,24,0,1,132.5,0,0.5,0.2,0,11,2,484.71,8,2,0,0,0,1,6,0,0,3,0,11,122,1,0
org.eclipse.jdt.core/antadapter/org/eclipse/jdt/core/CheckDebugAttributes.java,95,62,48,10,9,5,24,137,10,56,4,0,3.5,42,0.65,36086.5,6,2,10,4,0,102.5,19,51,0,1,102.26,0,0.5,0.5,0,4,9,1947.41,1,0,0,0,0,1,14,0,0,4,0,6,353,2,0
org.eclipse.jdt.core/antadapter/org/eclipse/jdt/core/JDTCompilerAdapter.java,406,265,215,43,30,39,111,560,10,56,3,0.33,20.67,189,4.41,814164,6,3,16,3,0,13.56,140,248,0,1,60.4,0,0.5,0.56,2,4,53,13220.3,13,1,0,0,0,1,62,0,0,2,0,80,1853,1,4
org.eclipse.jdt.core/antadapter/org/eclipse/jdt/internal/antadapter/AntAdapterMessages.java,55,35,28,4,9,2,11,61,10,56,3,0.25,1.67,20,0.22,5808.01,5,2,4,3,0,165.97,3,30,0,1,115.97,0,0,0.33,0,1,2,656.58,0,2,0,0,0,0,5,0,0,1,0,3,150,1,0
