File,LOC,SLOC_P,SLOC_L,MVG,BLOC,C_SLOC,CLOC,CWORD,HCLOC,HCWORD,No_Methods,LCOM,AVCC,NOS,HBUG,HEFF,UWCS,INST,PACK,RFC,CBO,MI,CCML,NLOC,F_IN,DIT,MINC,S_R,R_R,COH,LMC,LCOM2,MAXCC,HVOL,HIER,NQU,FOUT,SIX,EXT,NSUP,TCC,NSUB,MPC,NCO,INTR,CCOM,HLTH,MOD,bug_cnt
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnClassReference.java,21,9,6,1,2,1,10,61,10,59,2,0,1,5,0.04,451.36,2,0,0,2,0,141.24,1,8,0,1,141.24,0,0.5,0,0,2,1,128.67,0,1,0,0,0,1,2,0,0,1,0,1,37,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnExceptionReference.java,47,9,6,1,2,1,36,162,10,59,2,0,1,5,0.04,451.36,2,0,0,2,0,111.86,27,8,0,1,141.24,0,0.5,0,0,2,1,128.67,0,1,0,0,0,1,2,0,0,1,0,2,37,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnExplicitConstructorCall.java,77,41,29,9,5,6,31,149,10,59,3,0,3.67,27,0.3,14476.7,3,0,2,3,0,145.98,6,38,0,1,106.1,0,0.5,0,0,3,6,909.76,1,1,0,0,0,1,11,0,0,2,0,6,185,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnFieldName.java,43,26,22,3,7,6,10,65,10,59,3,0,1.67,17,0.2,4985.05,5,2,4,4,0,159.33,6,21,0,1,119.45,0,0.5,0.5,0,5,3,603.8,2,1,0,0,1,1,5,0,1,2,0,6,136,1,1
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnFieldType.java,59,23,17,3,6,1,30,168,10,59,3,1,1.33,13,0.13,2390.59,4,1,2,3,0,125.63,1,20,0,1,125.63,0,0.5,0.33,0,3,2,381.93,0,1,0,0,0,1,4,0,0,2,0,1,97,1,1
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnImportReference.java,56,19,14,3,6,3,31,146,10,59,2,0,2,15,0.16,5838.58,2,0,1,2,0,162.03,3,17,0,1,112.03,0,0.5,0,0,2,3,466.45,1,1,0,0,0,1,4,0,0,1,0,3,101,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnInterfaceReference.java,21,9,6,1,2,1,10,61,10,59,2,0,1,5,0.04,451.36,2,0,0,2,0,141.24,1,8,0,1,141.24,0,0.5,0,0,2,1,128.67,0,1,0,0,0,1,2,0,0,1,0,1,37,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnLocalName.java,43,26,22,3,7,5,10,64,10,59,3,0,1.67,17,0.2,4985.05,5,2,4,4,0,169.45,5,21,0,1,119.45,0,0.5,0.5,0,5,3,603.8,2,1,0,0,1,1,5,0,1,2,0,5,136,1,1
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnMemberAccess.java,58,19,12,2,7,2,32,157,10,59,3,0,1.33,8,0.1,2344.79,3,0,2,3,0,186.92,3,16,0,1,136.92,0,0.5,0,0,3,2,296.09,1,1,0,0,0,1,4,0,0,2,0,3,75,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnMessageSend.java,70,31,22,8,8,5,31,149,10,59,2,0,4.5,21,0.27,12611.8,2,0,2,2,0,143.32,5,28,0,1,103.43,0,0.5,0,0,2,5,812.62,0,1,0,0,0,1,9,0,0,1,0,5,167,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnMethodName.java,61,41,34,8,10,7,10,66,10,59,3,1,3.33,32,0.33,22098.1,4,1,3,3,0,142.85,7,37,0,1,102.97,0,0.5,0,0,3,8,998.22,2,1,0,0,0,1,10,0,0,2,0,7,201,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnMethodReturnType.java,34,19,15,1,5,0,10,59,10,59,3,0,1,10,0.08,1207.1,3,0,4,3,0,132.69,0,14,0,1,132.69,0,0.5,0,0,3,1,246.97,0,1,0,0,0,1,3,0,0,2,0,0,68,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnPackageReference.java,54,19,14,3,4,3,31,146,10,59,2,0,2,15,0.16,5838.58,2,0,1,2,0,162.03,3,17,0,1,112.03,0,0.5,0,0,2,3,466.45,1,1,0,0,0,1,4,0,0,1,0,3,101,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnQualifiedAllocationExpression.java,70,32,20,6,5,6,33,191,10,59,2,0,4,17,0.24,10976.6,2,0,2,2,0,128.16,6,29,0,1,107.55,0,0.5,0,0,2,6,728.04,1,1,0,0,0,1,8,0,0,1,0,6,153,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnQualifiedClassReference.java,29,16,12,2,3,3,10,62,10,59,2,0,1.5,14,0.13,4001.14,2,0,0,2,0,163.39,3,15,0,1,113.39,0,0.5,0,0,2,2,404.49,0,1,0,0,0,1,3,0,0,1,0,3,92,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnQualifiedExceptionReference.java,56,16,12,2,3,3,37,170,10,59,2,0,1.5,14,0.13,4001.14,2,0,0,2,0,103.03,30,15,0,1,113.39,0,0.5,0,0,2,2,404.49,0,1,0,0,0,1,3,0,0,1,0,4,92,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnQualifiedInterfaceReference.java,29,16,12,2,3,3,10,62,10,59,2,0,1.5,14,0.13,4001.14,2,0,0,2,0,163.39,3,15,0,1,113.39,0,0.5,0,0,2,2,404.49,0,1,0,0,0,1,3,0,0,1,0,3,92,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnQualifiedNameReference.java,79,40,33,4,6,4,33,173,10,59,4,0.17,2,32,0.39,12269.5,6,2,2,4,0,159.7,5,37,0,1,109.7,0,0.5,0.62,0,6,4,1180.72,0,1,0,0,0,1,8,0,0,3,0,5,256,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnQualifiedTypeReference.java,67,34,26,4,6,4,27,155,10,59,5,0.75,1.4,26,0.25,6451.05,6,1,2,5,0,170.35,8,31,0,1,120.35,0,0.5,0.4,1,8,2,756.74,0,1,0,0,0,1,7,0,0,4,0,6,175,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnSingleNameReference.java,48,14,10,1,4,1,30,140,10,59,3,0,1,7,0.06,593.98,3,0,2,3,0,141.69,1,11,0,1,141.69,0,0.5,0,0,3,1,167.91,1,1,0,0,0,1,3,0,0,2,0,1,49,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionOnSingleTypeReference.java,64,33,24,6,5,1,26,139,10,59,6,0.6,1.33,21,0.16,2548.69,7,1,2,6,0,132.44,4,30,0,1,132.44,0,0.5,0.5,1,6,2,482.78,2,1,0,0,0,1,8,0,0,5,0,2,125,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionParser.java,1387,990,723,227,99,48,298,2408,10,59,65,0.02,3.38,715,10.18,828964,92,27,6,65,0,81.67,327,983,0,1,99.54,0,0.5,0.05,23,724,30,30541.8,39,0,0,0,0,1,220,0,0,65,0,210,5519,1,3
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/CompletionScanner.java,708,599,354,277,26,25,83,726,10,59,6,0.2,26.17,357,6.81,1846500,11,5,2,6,0,40.83,88,596,0,1,60.97,0,0.5,0.37,0,0,135,20440.9,11,0,0,0,0,1,157,0,0,6,0,74,2832,1,2
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/complete/InvalidCursorLocation.java,31,11,9,0,5,4,15,88,10,59,1,4,1,8,0.08,1262.75,6,5,0,1,0,62.89,9,10,0,1,112.89,0,0.5,0.2,0,1,1,242.99,0,0,0,0,0,1,1,0,0,1,0,6,59,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/CompletionEngine.java,2703,2092,1101,370,416,54,195,1341,10,59,47,0.06,8.53,1196,20.76,2210340,74,27,20,50,1,63.69,239,2069,1,1,81.57,0,0.5,0.1,29,776,34,62267.9,5,0,0,0,3,1,401,0,3,47,4,132,10048,2,12
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/impl/AssistOptions.java,72,45,31,9,7,4,20,97,10,59,2,0.67,6,32,0.42,21535.1,8,6,1,2,0,51.63,14,43,0,1,93.92,0,0,0.5,0,2,11,1245.01,0,0,0,0,0,0,12,0,0,2,0,8,238,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/impl/AssistParser.java,1010,745,568,99,84,25,181,1451,10,59,60,0.03,2.42,549,6.59,585014,73,13,25,60,0,124.4,192,719,0,1,103.79,0,0.5,0.11,20,748,28,19767,36,10,0,0,0,1,145,0,0,50,0,128,3740,2,1
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/impl/Engine.java,182,142,90,36,16,1,24,124,10,59,9,0.02,4.11,98,1.18,71047.5,14,5,9,9,0,152.68,15,132,0,1,102.68,0,0,0.18,2,20,14,3539.78,0,0,0,0,0,0,37,0,0,9,1,8,693,2,1
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/ISearchableNameEnvironment.java,48,6,5,0,4,0,38,249,10,59,2,0,1,3,0.03,121.78,2,0,1,2,0,136.8,28,4,0,1,156.95,0,0.5,0,0,2,1,75.15,0,0,0,0,0,1,2,0,0,2,0,3,25,1,1
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/ISearchRequestor.java,60,7,6,0,5,0,48,327,10,59,4,0,1,5,0.05,349.28,4,0,0,4,0,105.72,38,6,0,1,155.71,0,0,0,0,4,1,156.81,0,0,0,0,0,0,4,0,0,4,0,5,49,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/ISelectionRequestor.java,145,25,9,0,7,0,113,688,10,59,6,0,1,7,0.08,457.81,6,0,1,6,0,165.31,103,23,0,1,156.18,0,0,0,0,6,1,251.21,0,0,0,0,0,0,6,0,0,6,0,7,78,1,1
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/RelevanceConstants.java,22,9,8,0,3,0,10,59,10,59,0,0,0,7,0.05,708.18,6,6,0,0,0,171,0,8,0,1,171,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,41,1,1
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionNodeFound.java,24,11,8,0,3,1,10,67,10,59,2,1,1,6,0.03,311.47,3,1,1,2,0,135.94,1,9,0,1,135.94,0,0.5,0.5,0,2,1,97.19,0,0,0,0,0,1,2,0,0,2,0,1,31,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnArgumentName.java,45,28,23,3,7,4,10,63,10,59,4,0,1.5,17,0.19,4376.12,4,0,5,4,0,174.52,4,22,0,1,124.52,0,0.5,0,0,4,3,560.28,4,1,0,0,0,1,6,0,0,3,0,4,131,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnExplicitConstructorCall.java,72,38,26,7,5,6,29,129,10,59,3,0,3,24,0.28,12953.1,3,0,2,3,0,148.32,7,35,0,1,108.43,0,0.5,0,0,3,6,825.86,2,1,0,0,0,1,9,0,0,2,0,7,169,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnFieldReference.java,61,27,14,5,5,2,29,122,10,59,3,0,1.33,8,0.15,4583.59,3,0,4,3,0,184.63,3,22,0,1,134.63,0,0.5,0,0,3,2,464.82,2,2,0,0,0,1,4,0,0,1,0,3,108,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnFieldType.java,28,15,12,1,3,0,10,59,10,59,2,0,1,9,0.07,1101.76,2,0,2,2,0,126.96,0,12,0,1,126.96,0,0.5,0,0,2,1,208.5,0,1,0,0,0,1,2,0,0,1,0,0,57,1,1
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnImportReference.java,53,19,14,3,6,3,28,121,10,59,2,0,2,15,0.16,5838.58,2,0,1,2,0,162.03,3,17,0,1,112.03,0,0.5,0,0,2,3,466.45,1,1,0,0,0,1,4,0,0,1,0,3,101,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnLocalName.java,39,24,19,3,5,4,10,63,10,59,3,0,1.67,15,0.17,3902.11,3,0,3,3,0,170.29,4,20,0,1,120.29,0,0.5,0,0,3,3,495.93,3,1,0,0,0,1,5,0,0,2,0,4,112,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnMessageSend.java,72,37,25,9,6,5,29,127,10,59,2,0,3.5,21,0.29,13224.2,2,0,5,2,0,123.94,6,31,0,1,103.33,0,0.5,0,0,2,5,858.1,1,2,0,0,0,1,7,0,0,0,0,6,175,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnPackageReference.java,51,19,14,3,4,3,28,121,10,59,2,0,2,15,0.16,5838.58,2,0,1,2,0,162.03,3,17,0,1,112.03,0,0.5,0,0,2,3,466.45,1,1,0,0,0,1,4,0,0,1,0,3,101,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnQualifiedAllocationExpression.java,78,36,22,4,6,3,36,185,10,59,4,0,2,15,0.22,7465.98,4,0,6,4,0,167.17,9,29,0,1,127.28,0,0.5,0,0,4,4,661.5,2,2,0,0,0,1,8,0,0,2,0,9,143,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnQualifiedNameReference.java,90,52,36,10,5,4,33,161,10,59,3,1,3.33,30,0.45,19972.2,4,1,8,3,0,143.2,7,43,0,1,103.31,0,0.5,0.33,0,3,6,1337.09,0,2,0,0,0,1,10,0,0,1,0,7,270,1,1
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnQualifiedSuperReference.java,61,23,17,2,6,2,32,134,10,59,3,0,1.33,11,0.13,3141.19,3,0,4,3,0,129.35,2,18,0,1,129.35,0,0.5,0,0,3,2,383.75,2,2,0,0,0,1,4,0,0,1,0,2,95,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnQualifiedTypeReference.java,68,39,28,5,6,4,23,127,10,59,4,0,2,24,0.27,8973.24,4,0,6,4,0,165.43,6,32,0,1,115.43,0,0.5,0,1,4,3,815.26,0,2,0,0,0,1,8,0,0,2,0,6,179,1,1
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnSingleNameReference.java,75,39,28,8,5,1,31,140,10,59,3,0,2.67,20,0.31,14791,3,0,7,3,0,162.67,4,31,0,1,112.67,0,0.5,0,0,3,6,921.35,1,2,0,0,0,1,8,0,0,1,0,4,185,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnSingleTypeReference.java,66,36,26,3,7,2,23,125,10,59,5,0,1.4,16,0.22,4647.64,5,0,7,5,0,129.75,4,28,0,1,129.75,0,0.5,0,1,5,2,645.44,1,3,0,0,0,1,7,0,0,2,0,4,151,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionOnSuperReference.java,59,19,13,2,8,1,32,133,10,59,3,0,1.33,8,0.09,2398.46,3,0,3,3,0,136.85,1,15,0,1,136.85,0,0.5,0,0,3,2,284.41,2,2,0,0,0,1,4,0,0,1,0,1,73,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionParser.java,687,528,392,82,67,30,92,806,10,59,32,0.15,2.78,373,4.72,230571,36,4,9,33,0,122.16,103,508,0,1,101.54,0,0.5,0.1,10,166,7,14166.8,26,0,0,0,1,1,89,0,1,32,0,82,2599,1,3
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/select/SelectionScanner.java,69,33,23,10,9,1,27,171,10,59,3,0.33,2.33,20,0.23,7913.2,6,3,2,3,0,115.07,12,30,0,1,114.84,0,0.5,0.56,0,1,4,675.97,2,0,0,0,0,1,7,0,0,3,0,5,147,1,0
org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/SelectionEngine.java,738,551,360,107,56,15,131,944,10,59,13,0.18,8.38,353,5.56,577132,25,12,14,13,1,32.04,136,531,1,1,80.52,0,0.5,0.25,5,17,22,16667.4,4,0,0,0,0,1,109,0,0,13,1,56,2730,2,3
org.eclipse.jdt.core/compiler/org/eclipse/jdt/core/compiler/InvalidInputException.java,33,9,6,0,4,0,20,77,10,49,2,0,1,5,0.02,142.21,2,0,0,2,0,127.31,10,8,0,1,145.19,0,0.5,0,0,2,1,63.6,0,0,0,0,0,1,2,0,0,2,0,3,23,1,0
org.eclipse.jdt.core/compiler/org/eclipse/jdt/core/compiler/IProblem.java,481,267,266,0,54,35,160,942,10,49,12,251,1,264,6.53,153931,263,251,1,12,0,78.22,185,265,0,1,88.57,0,0,0,0,12,1,19592.3,0,2,0,0,0,0,12,0,0,10,0,97,2235,1,0
org.eclipse.jdt.core/compiler/org/eclipse/jdt/core/compiler/IScanner.java,134,14,13,0,14,0,106,762,10,49,11,0,1,12,0.05,218.66,11,0,0,11,0,112.67,96,13,0,1,160.78,0,0,0,0,11,1,160.24,0,0,0,0,0,0,11,0,0,11,0,12,67,1,0
org.eclipse.jdt.core/compiler/org/eclipse/jdt/core/compiler/ITerminalSymbols.java,141,114,4,0,5,0,22,130,10,49,0,0,0,3,0.88,6632.66,109,109,0,0,0,171,12,113,0,1,171,0,0,0,0,0,0,2641.06,0,0,0,0,0,0,0,0,0,0,0,2,338,1,0
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/AbstractSyntaxTreeVisitorAdapter.java,496,478,231,75,5,0,13,71,10,59,151,0,1,227,1.8,11336.2,151,0,3,151,0,156.23,3,474,0,1,156.23,0,0,0,0,151,1,5401.33,0,0,0,0,0,0,151,0,0,151,1,1,1588,1,1
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/AbstractMethodDeclaration.java,398,297,203,60,59,17,42,322,10,59,24,0.05,3,211,2.62,152729,40,16,8,24,0,146.99,49,288,0,1,107.11,0,0.5,0.11,6,116,11,7852.67,1,3,0,0,0,1,72,0,0,21,2,39,1493,2,5
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/AbstractVariableDeclaration.java,39,24,19,3,5,2,10,61,10,59,3,0,1.67,18,0.18,3872.26,11,8,0,3,0,117.36,2,23,0,1,117.36,0,0.5,0.12,1,4,3,525.82,1,2,0,0,0,1,5,0,0,1,0,2,118,2,2
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/AllocationExpression.java,256,183,106,42,36,5,37,245,10,59,14,0.04,3.14,117,1.42,68773.1,18,4,4,14,1,147.87,32,178,1,1,107.98,1,0.33,0.29,2,30,12,4258.95,1,1,0,0,0,1,44,1,0,13,1,26,834,1,0
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/AND_AND_Expression.java,297,249,130,37,12,0,36,233,10,59,6,0.2,6.67,124,1.72,146723,8,2,5,6,0,87.71,26,243,0,1,87.48,0,0.5,0.33,1,10,25,5160,1,0,0,0,0,1,40,0,0,6,0,20,931,1,0
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/AnonymousLocalTypeDeclaration.java,170,119,84,17,23,7,28,176,10,59,5,0.5,4.4,91,1.15,98953.2,7,2,4,5,0,72.13,25,114,0,1,90,0,0.5,0.1,1,8,11,3446.58,2,1,0,0,0,1,22,0,0,4,0,22,605,1,0
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/Argument.java,92,62,44,14,13,4,17,139,10,59,5,0,3,41,0.56,17809.6,5,0,2,5,0,148.98,11,59,0,1,109.09,0,0.5,0,0,5,4,1686.39,0,1,0,0,0,1,15,0,0,4,0,11,349,1,1
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/ArrayAllocationExpression.java,185,126,84,36,26,4,33,220,10,59,6,0.45,5.67,92,1.13,69147.8,10,4,5,6,0,94.98,27,120,0,1,94.75,0,0.5,0.62,0,0,14,3395.57,0,1,0,0,0,1,34,0,0,5,0,23,643,1,0
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/ArrayInitializer.java,189,154,109,41,11,6,24,181,10,59,6,0.1,6.67,121,1.58,144047,8,2,5,6,1,108.15,20,148,1,1,87.54,0,0.5,0.58,0,0,16,4727.02,0,1,0,0,0,1,40,0,0,5,0,16,832,1,0
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/ArrayQualifiedTypeReference.java,52,37,27,7,4,2,11,64,10,59,7,0.33,1.43,28,0.25,5445.89,8,1,2,7,0,125.69,3,34,0,1,125.69,0,0.5,0.71,0,0,3,750.32,1,1,0,0,0,1,10,0,0,6,0,3,187,1,0
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/ArrayReference.java,194,153,90,22,23,3,18,114,10,59,10,0.48,2.2,84,1.07,25951.4,13,3,5,10,0,160.25,11,147,0,1,110.25,0,0.5,0.77,1,0,4,3195.91,0,1,0,0,0,1,22,0,0,9,0,9,656,1,0
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/ArrayTypeReference.java,53,32,23,7,4,2,17,82,10,59,6,0.2,1.5,25,0.22,5040.65,7,1,2,6,0,175.42,9,29,0,1,125.42,0,0.5,0.83,0,0,3,646.77,1,1,0,0,0,1,9,0,0,5,0,4,160,1,0
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/AssertStatement.java,172,122,89,18,30,3,20,142,10,59,8,0.32,2.75,86,1.04,35379.4,12,4,5,8,0,154.76,13,116,0,1,104.76,0,0.5,0.53,1,14,5,3110.34,1,1,0,0,0,1,22,0,0,7,0,13,623,1,0
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/Assignment.java,117,71,41,13,21,5,25,210,10,59,8,0.14,1.5,36,0.52,14238.7,11,3,4,8,1,162.74,20,66,1,1,122.85,1,0.33,0.46,0,0,3,1551.77,2,3,0,0,0,1,12,1,0,5,0,20,352,1,1
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/AstNode.java,208,97,66,29,36,21,75,579,10,59,15,0.05,1.87,66,0.86,24483.4,32,17,3,15,1,105.23,86,93,1,1,123.1,0,0,0.01,1,41,11,2578.38,1,5,0,0,0,0,28,0,0,10,4,41,541,2,2
org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/BinaryExpression.java,1738,1532,865,340,49,19,157,984,10,59,20,0.28,15.5,857,12.58,2152120,23,3,5,20,0,22.09,166,1526,0,1,70.19,0,0.5,0.6,2,0,113,37740,3,1,0,0,0,1,310,0,0,19,0,138,6098,1,0
